geneSymbol	cluster	vtest_score
ATP5I	2	-0.022944588654319482
ATP5I	3	-0.29786401398426515
ATP5I	4	0.13625561484202753
ATP5I	5	0.06763283758493452
ATP5J	1	0.0543493919173191
ATP5J	2	0.20954528378079626
ATP5J	3	-0.16021324592436514
ATP5J	4	-0.10244707232897442
ATP5J	5	-0.08103987826829184
ATP5J2	1	-0.12385162001152265
ATP5J2	2	0.2651445634898659
ATP5J2	3	-0.08297534151426948
ATP5J2	4	-0.1374155508811274
ATP5J2	5	-0.003693073970931497
ATP5L	1	0.378919317816531
ATP5L	2	0.025215813161823444
ATP5L	3	-0.3406795739872085
ATP5L	4	0.043056047744622405
ATP5L	5	0.08243801393532323
ATP5O	1	0.46618801919061703
ATP5O	2	-0.027290761808412157
ATP5O	3	-0.2602811711064948
ATP5O	4	-0.11123500793351174
ATP5O	5	0.0777564234154417
CAD	1	0.19018001100674004
CAD	2	0.1530777119372494
CAD	3	-0.43901369709579235
CAD	4	0.18668854523168812
CAD	5	0.19356822942483806
CTPS1	1	-0.17918023978704872
CTPS1	2	0.2783601690925072
CTPS1	3	-0.2323063638747721
CTPS1	4	0.05934828367839949
CTPS1	5	0.2521670741385676
CTPS2	1	0.2156375904490271
CTPS2	2	-0.2118698843486857
CTPS2	3	-0.022277105443429732
CTPS2	4	0.07401995527252277
CTPS2	5	0.11520298727723861
GCK	1	0.6202480319030365
GCK	2	-0.27077592814556645
GCK	3	-0.2992938610516954
GCK	4	0.158914611167475
GCK	5	0.08485287885400167
GCLC	1	-0.185133627178625
GCLC	2	0.32220348601013465
GCLC	3	0.12012837655360491
GCLC	4	-0.4418116669323255
GCLC	5	-0.14638224320896198
GCLM	1	0.19454518338356286
GCLM	2	-0.07419022999603814
GCLM	3	-0.1880896469161993
GCLM	4	0.24585920658130778
GCLM	5	-0.1125141687592233
GFPT1	1	-0.20772629786005997
GFPT1	2	-0.10983092838883635
GFPT1	3	0.34792916225040815
GFPT1	4	-0.1275206226029766
GFPT1	5	-0.07721085958064551
GFPT2	1	-0.019879048691179953
GFPT2	2	-0.13276978698861802
GFPT2	3	0.31638428229554555
GFPT2	4	-0.28813874692449837
GFPT2	5	-0.01655025574857987
GLS	1	0.38930897965314426
GLS	2	-0.2742178731559305
GLS	3	-0.05159443683727822
GLS	4	0.018245138845098433
GLS	5	0.1050421784100857
GLS2	1	-0.1863346097322905
GLS2	2	-0.20760202507350065
GLS2	3	0.44638496967881736
GLS2	4	-0.15960312894084727
GLS2	5	-0.08160543272587749
GMPS	1	0.561928481493435
GMPS	2	-0.3348908751779168
GMPS	3	-0.021273369123865973
GMPS	4	-0.17054626681957888
GMPS	5	0.17407820419880551
GSS	1	-0.45163810941533056
GSS	2	1.1399996562995514e-4
GSS	3	-0.029829724842253692
GSS	4	0.5689994424660119
GSS	5	0.06864664701980805
HK1	1	0.06965929010433006
HK1	2	-0.43406594986565294
HK1	3	0.31091160777730753
HK1	4	0.08653258041613748
HK1	5	0.016897260396004143
HK2	1	-0.18540668356275908
HK2	2	0.2809383910787956
HK2	3	-0.39370208381072813
HK2	4	0.44022567769464926
HK2	5	-0.016757052763007665
HK3	1	0.11395501604198331
HK3	2	0.14781485712653186
HK3	3	-0.26900133981714935
HK3	4	0.029943111548266045
HK3	5	0.11933882813088102
HKDC1	1	-0.2446562935380332
HKDC1	2	-0.18065733612598883
HKDC1	3	0.17314722282945255
HKDC1	4	0.2712056859526481
HKDC1	5	0.06263809010600421
PFAS	1	0.2326333356318694
PFAS	2	0.06167431739657915
PFAS	3	-0.49664508534869617
PFAS	4	0.37013122438905505
PFAS	5	0.21916445984773644
PHGDH	1	0.48594581444023077
PHGDH	2	-0.34696516804952954
PHGDH	3	-0.2581214834988348
PHGDH	4	0.3318905910223632
PHGDH	5	0.19456655648315951
PPAT	1	0.13230794290228742
PPAT	2	-0.04745172145045944
PPAT	3	-0.21560519330668707
PPAT	4	0.30186259481610317
PPAT	5	-0.05546977580495932
PSAT1	1	0.14607293292410037
PSAT1	2	-0.2790651361151753
PSAT1	3	-0.20027550324865923
PSAT1	4	0.5475954354349998
PSAT1	5	0.1636904767019572
PSPH	1	-0.2701405451476447
PSPH	2	0.03955478267652447
PSPH	3	0.09088161473388626
PSPH	4	0.13585165696738494
PSPH	5	-0.06731892410144483
PYCR1	1	0.02831026300053333
PYCR1	2	0.1379775980197369
PYCR1	3	-0.41570959199199375
PYCR1	4	0.4349772852338653
PYCR1	5	0.02149423020622224
PYCR2	1	-0.17642298754688726
PYCR2	2	-0.059648218764430404
PYCR2	3	-0.16455864452437086
PYCR2	4	0.5789846173431384
PYCR2	5	0.02019884242020283
